,pageviews
2007-12-31,3445
2008-01-31,6391
2008-02-29,5517
2008-03-31,5684
2008-04-30,6313
2008-05-31,6109
2008-06-30,5232
2008-07-31,1820
2008-08-31,4501
2008-09-30,5520
2008-10-31,7710
2008-11-30,6060
2008-12-31,5166
2009-01-31,6252
2009-02-28,5720
2009-03-31,7166
2009-04-30,6132
2009-05-31,8941
2009-06-30,6886
2009-07-31,6312
2009-08-31,6757
2009-09-30,5747
2009-10-31,7218
2009-11-30,8749
2009-12-31,7348
2010-01-31,6152
2010-02-28,5645
2010-03-31,7663
2010-04-30,6442
2010-05-31,7175
2010-06-30,5385
2010-07-31,5228
2010-08-31,7504
2010-09-30,7936
2010-10-31,8396
2010-11-30,8678
2010-12-31,8664
2011-01-31,9564
2011-02-28,7617
2011-03-31,7993
2011-04-30,6725
2011-05-31,7967
2011-06-30,6756
2011-07-31,5843
2011-08-31,6898
2011-09-30,6730
2011-10-31,23276
2011-11-30,11893
2011-12-31,8806
2012-01-31,10661
2012-02-29,12181
2012-03-31,10457
2012-04-30,8837
2012-05-31,10029
2012-06-30,7783
2012-07-31,7949
2012-08-31,17184
2012-09-30,9790
2012-10-31,10378
2012-11-30,9443
2012-12-31,8863
2013-01-31,10302
2013-02-28,9153
2013-03-31,10101
2013-04-30,10470
2013-05-31,10168
2013-06-30,8254
2013-07-31,6810
2013-08-31,11886
2013-09-30,7208
2013-10-31,8602
2013-11-30,7994
2013-12-31,7012
2014-01-31,8245
2014-02-28,7807
2014-03-31,8907
2014-04-30,8747
2014-05-31,9843
2014-06-30,6836
2014-07-31,8238
2014-08-31,9335
2014-09-30,10021
2014-10-31,9674
2014-11-30,9252
2014-12-31,7883
2015-01-31,7979
2015-02-28,7616
2015-03-31,9751
