,pageviews
2007-12-31,3415
2008-01-31,5348
2008-02-29,5844
2008-03-31,5277
2008-04-30,5871
2008-05-31,5723
2008-06-30,4685
2008-07-31,1712
2008-08-31,4622
2008-09-30,5400
2008-10-31,5611
2008-11-30,5421
2008-12-31,5025
2009-01-31,5500
2009-02-28,5513
2009-03-31,5946
2009-04-30,5104
2009-05-31,5485
2009-06-30,4528
2009-07-31,4204
2009-08-31,4487
2009-09-30,4715
2009-10-31,5690
2009-11-30,5804
2009-12-31,5563
2010-01-31,5827
2010-02-28,5566
2010-03-31,6924
2010-04-30,6656
2010-05-31,6693
2010-06-30,4055
2010-07-31,4043
2010-08-31,6401
2010-09-30,7141
2010-10-31,7393
2010-11-30,7422
2010-12-31,7088
2011-01-31,7587
2011-02-28,7326
2011-03-31,7630
2011-04-30,6211
2011-05-31,6409
2011-06-30,5457
2011-07-31,5048
2011-08-31,6542
2011-09-30,6360
2011-10-31,7235
2011-11-30,8861
2011-12-31,7596
2012-01-31,7648
2012-02-29,7124
2012-03-31,6808
2012-04-30,5106
2012-05-31,5803
2012-06-30,4234
2012-07-31,4155
2012-08-31,4454
2012-09-30,4912
2012-10-31,5659
2012-11-30,5306
2012-12-31,4754
2013-01-31,5033
2013-02-28,4495
2013-03-31,5197
2013-04-30,4692
2013-05-31,4271
2013-06-30,3926
2013-07-31,3771
2013-08-31,3271
2013-09-30,3766
2013-10-31,4430
2013-11-30,4638
2013-12-31,4661
2014-01-31,4190
2014-02-28,4495
2014-03-31,4895
2014-04-30,4343
2014-05-31,3925
2014-06-30,3298
2014-07-31,3261
2014-08-31,4174
2014-09-30,6085
2014-10-31,6187
2014-11-30,5853
2014-12-31,6288
2015-01-31,5922
2015-02-28,5449
2015-03-31,3763
