,pageviews
2007-12-31,2431
2008-01-31,4247
2008-02-29,4415
2008-03-31,3989
2008-04-30,5032
2008-05-31,4940
2008-06-30,3675
2008-07-31,1056
2008-08-31,2936
2008-09-30,4174
2008-10-31,3743
2008-11-30,4192
2008-12-31,3777
2009-01-31,4211
2009-02-28,4781
2009-03-31,4952
2009-04-30,5039
2009-05-31,5349
2009-06-30,4211
2009-07-31,3517
2009-08-31,3673
2009-09-30,4317
2009-10-31,4771
2009-11-30,4798
2009-12-31,4086
2010-01-31,4500
2010-02-28,4889
2010-03-31,9421
2010-04-30,10590
2010-05-31,10062
2010-06-30,6702
2010-07-31,6428
2010-08-31,9887
2010-09-30,9538
2010-10-31,10124
2010-11-30,8568
2010-12-31,7553
2011-01-31,7526
2011-02-28,8649
2011-03-31,8534
2011-04-30,6660
2011-05-31,7096
2011-06-30,5716
2011-07-31,4847
2011-08-31,5141
2011-09-30,5808
2011-10-31,7067
2011-11-30,8090
2011-12-31,6373
2012-01-31,7765
2012-02-29,8808
2012-03-31,9149
2012-04-30,8653
2012-05-31,10471
2012-06-30,7786
2012-07-31,6698
2012-08-31,7157
2012-09-30,9607
2012-10-31,11153
2012-11-30,10470
2012-12-31,9686
2013-01-31,10845
2013-02-28,11839
2013-03-31,14353
2013-04-30,15129
2013-05-31,15090
2013-06-30,10672
2013-07-31,9340
2013-08-31,9003
2013-09-30,10983
2013-10-31,11413
2013-11-30,11838
2013-12-31,10558
2014-01-31,9289
2014-02-28,10040
2014-03-31,11515
2014-04-30,11717
2014-05-31,11082
2014-06-30,8504
2014-07-31,7176
2014-08-31,7472
2014-09-30,10003
2014-10-31,10319
2014-11-30,10930
2014-12-31,8664
2015-01-31,8778
2015-02-28,8572
2015-03-31,7745
