,pageviews
2007-12-31,5767
2008-01-31,13545
2008-02-29,15386
2008-03-31,11971
2008-04-30,16496
2008-05-31,14658
2008-06-30,9214
2008-07-31,823
2008-08-31,7401
2008-09-30,14164
2008-10-31,14235
2008-11-30,15235
2008-12-31,12949
2009-01-31,17317
2009-02-28,20723
2009-03-31,21457
2009-04-30,17686
2009-05-31,18372
2009-06-30,14478
2009-07-31,10621
2009-08-31,10884
2009-09-30,16245
2009-10-31,17327
2009-11-30,17245
2009-12-31,15472
2010-01-31,20211
2010-02-28,21613
2010-03-31,24084
2010-04-30,21391
2010-05-31,20858
2010-06-30,13141
2010-07-31,10404
2010-08-31,15752
2010-09-30,21016
2010-10-31,22467
2010-11-30,23406
2010-12-31,20992
2011-01-31,28500
2011-02-28,25353
2011-03-31,28305
2011-04-30,23221
2011-05-31,25551
2011-06-30,20129
2011-07-31,15406
2011-08-31,18065
2011-09-30,18598
2011-10-31,22069
2011-11-30,25461
2011-12-31,20069
2012-01-31,29960
2012-02-29,32489
2012-03-31,29433
2012-04-30,23478
2012-05-31,30827
2012-06-30,22899
2012-07-31,17764
2012-08-31,18015
2012-09-30,24067
2012-10-31,28143
2012-11-30,27533
2012-12-31,24307
2013-01-31,35497
2013-02-28,37288
2013-03-31,33403
2013-04-30,34080
2013-05-31,37645
2013-06-30,26023
2013-07-31,17780
2013-08-31,17221
2013-09-30,22635
2013-10-31,26664
2013-11-30,24673
2013-12-31,22876
2014-01-31,23431
2014-02-28,27145
2014-03-31,27417
2014-04-30,23569
2014-05-31,25160
2014-06-30,18214
2014-07-31,13556
2014-08-31,14436
2014-09-30,20954
2014-10-31,22415
2014-11-30,20292
2014-12-31,17531
2015-01-31,22193
2015-02-28,21997
2015-03-31,19906
