title;Pagerank pro 0.8;Pagerank pro 0.85;Pagerank pro 0.9;Pagerank links 0.8;Pagerank links 0.85;Pagerank links 0.9
The Method of Mechanical Theorems;2.4727561976760626;2.4097682908177376;2.345011569559574;0.8181731682270765;0.6455099210143089;0.4690592177212238
Non-Euclidean geometry;5.666890181601048;5.832391791045666;6.000093184411527;6.7595322616398335;7.092376239597797;7.433048915117979
Zonohedron;2.0596745889633894;1.9675639923661947;1.873211469501257;1.1446108110249045;0.96754333935678;0.7811505347490311
Equilateral triangle;4.414222203195094;4.4870078563690186;4.560180939733981;8.42578336596489;8.8787991553545;9.355343878269196
Tropical geometry;2.4076823610812426;2.341565210372209;2.2737944964319468;0.7595008355565369;0.6024178583174944;0.444999459432438
Four-dimensional space;6.28354586660862;6.515267305076122;6.753623019903897;3.7173414602875714;3.797025652602315;3.874693997204304
Kite (geometry);4.067495930939913;4.124240949749947;4.182180855423212;3.625936340540648;3.719902597367764;3.822844009846449
Bézier curve;4.9108234234154216;5.022744648158549;5.136034451425076;1.9570759031921623;1.8027412006631491;1.6236184164881706
Geometry of numbers;2.710327971726656;2.6574316434562206;2.6019187644124036;1.973692327737808;1.858675736002624;1.728869043290615
Integer triangle;1.4308296376839282;1.3018377358093858;1.171136274933815;1.8977306317538023;1.8213716102764008;1.7461094539612532
Glide reflection;2.4757375940680504;2.4108472280204296;2.343838103115558;2.100609941408038;2.0342576317489147;1.9644403364509344
Parametric surface;1.7649701330810783;1.6572063323110342;1.547673251479864;1.0868195677176118;0.9438556153327228;0.7980179507285357
Convex geometry;1.853828551247716;1.7504551215097308;1.6451084520667791;1.7287491355091331;1.651560072787106;1.5686715487390757
Spheroid;3.285960527136922;3.286973107606173;3.2880648504942656;1.6753857489675283;1.5507744392380118;1.4206233900040388
Cuisenaire rods;2.154644811525941;2.0737135782837868;1.9913965370506048;3.3003299031406637;3.300329204648733;3.3002416603267197
Sphere;6.640917155891657;6.903404369950295;7.173711434006691;12.328535318374634;12.6587999984622;12.929556891322136
Star polygon;3.824761603027582;3.84605722501874;3.8654173258692026;3.4954503644257784;3.618109738454223;3.762674517929554
Johnson solid;3.180072177201509;3.1683640554547314;3.155800746753812;1.45435961894691;1.3135164044797418;1.1661776807159183
Parametric equation;3.473964985460043;3.4821988083422184;3.4899050369858737;2.950072754174471;2.949768677353859;2.946010790765285
Convex hull;3.6497425753623247;3.655975917354226;3.6595973651856175;3.2248313073068857;3.0328193679451942;2.8067610692232847
Parabolic reflector;2.651430899277329;2.601794665679336;2.550786826759577;1.984819071367383;1.7622917657718062;1.5162003692239523
Square;5.979695823043585;6.202379241585732;6.433574482798576;10.098978877067566;10.664923116564749;11.243663728237152
Homogeneous coordinates;3.634231630712748;3.636897075921297;3.63657483831048;5.872808396816254;5.9959013015031815;6.0962289571762085
List of circle topics;2.2718221880495553;2.197135239839554;2.1208995021879677;0.8956646779552102;0.7415077416226268;0.5864975391887128
Reflection (mathematics);3.917244728654623;3.9516082033514977;3.9850398898124695;6.822889670729637;7.049255073070526;7.259114179760218
Enumerative geometry;2.168973907828331;2.08045425824821;1.989214913919568;0.9778819512575864;0.7935264147818089;0.6042147288098931
Projective line over a ring;2.3340447805821896;2.2580795921385293;2.179689472541213;1.4399258652701974;1.3376384740695355;1.2352797202765942
Computational geometry;3.1049342360347514;3.0813387129455805;3.0557957943528886;4.3187784031033525;4.2053600773215285;4.045650828629732
Golden angle;2.805769443511963;2.7631400153040886;2.7186304796487093;0.6600659689866006;0.4950494039803744;0.3300330718047917
Solid geometry;3.303124802187085;3.2982537522912025;3.292442997917533;2.094472991302609;2.0170691423118114;1.9371726084500551
Dissection problem;1.479819300584495;1.353870378807187;1.2260959483683112;0.931627000682056;0.7704198360443115;0.6066352361813188
Quadric;3.264953615143895;3.249790286645293;3.232507966458797;3.2582287676632404;3.1962317880243063;3.1189648434519768
Pseudosphere;2.8227774892002344;2.778302878141403;2.7314992621541023;1.2058954453095794;1.0967024136334658;0.9891209192574024
Equidiagonal quadrilateral;1.0876231826841831;0.9412684012204408;0.7938177441246808;1.419840496964753;1.2920282315462828;1.1643809266388416
Pascal's theorem;3.9886636659502974;4.014614038169384;4.037769045680761;1.9471305422484877;1.897139474749565;1.8508594948798416
Klein geometry;1.518363133072853;1.3975085457786918;1.275219488888979;0.9345539147034287;0.7810186943970621;0.6254138424992561
Geometric shape;1.2615607120096684;1.1275567812845109;0.9927013888955116;2.2226029541343455;2.0993719808757305;1.966504380106926
Polyhedron;6.325642578303814;6.543462164700031;6.765109486877918;7.94829148799181;8.048930205404757;8.105610497295856
Dividing a circle into areas;1.7806473188102243;1.6728261252865195;1.5630971174687147;0.6839503766968846;0.5160587606951594;0.3476279671303928
Differential geometry;4.733211826533079;4.821211099624634;4.908518400043249;5.208291113376617;5.283406004309653;5.335230380296707
Uniform polyhedron;3.150042612105608;3.1283176504075527;3.1044865027070045;3.636643989011645;3.637227928265929;3.624279284849763
Image analysis;2.1365866996347904;2.0553027279675007;1.97278568521142;0.9366412996314466;0.7640905678272247;0.5837051430717111
Erlangen program;2.9495877679437403;2.91795888915658;2.8846340719610453;3.2423054799437523;3.197312587872148;3.139268141239881
Hadwiger's theorem;1.7228315118700266;1.6112778102979064;1.4977767132222652;0.9236788609996438;0.7314234972000122;0.5307354731485248
Nine-point circle;3.533577779307961;3.543874016031623;3.5533737391233444;3.9415182545781136;4.134116228669882;4.358923062682152
Point in polygon;2.4449655320495367;2.375804353505373;2.304229885339737;1.2798771494999528;1.120657194405794;0.9538495214655996
3D computer graphics;3.6650793626904488;3.706700401380658;3.751288400962949;2.9427092522382736;2.796963788568973;2.6105660945177083
Line at infinity;1.9797158893197773;1.8874757224693892;1.7937272787094116;3.037557238712907;3.041261807084084;3.0449994374066587
Constructive solid geometry;2.6167079340666533;2.5643478147685532;2.510448917746544;1.1969403130933642;0.9979044552892448;0.7870373665355146
Incircle and excircles of a triangle;3.573918016627431;3.5853588487952948;3.5958208609372377;9.597308002412321;10.21507102996111;10.888172313570976
Discrete geometry;3.1795762479305267;3.1568629201501612;3.1316799577325583;3.5710427910089493;3.571118926629424;3.5467275884002447
Power center (geometry);1.951062586158514;1.8497769488021727;1.7459681257605553;0.7501044310629368;0.5801467341370881;0.4090604488737881
Mathematics;9.72196739166975;10.295823216438293;10.897680185735226;18.702134490013126;18.995327875018123;19.139293581247326
Prism (geometry);4.253267776221037;4.328053444623946;4.4049834832549095;3.7651858292520046;3.638934344053269;3.474138211458921
Transformation geometry;1.787409419193864;1.6814806731417775;1.5738464426249266;1.231979811564088;1.1121651623398066;0.991584500297904
Riemann sphere;3.372366540133953;3.364047035574913;3.3535470720380545;4.080700688064098;4.142985679209231;4.198013339191674
Circumscribed circle;3.7485405337065463;3.775113960728049;3.801399143412709;10.53513865917921;11.197601445019245;11.913624592125414
Hyperplane at infinity;1.2129648821428418;1.0757739655673504;0.9375926456414164;1.9782250747084615;1.9042376661673188;1.8307447899132967
Squaring the circle;4.6003153547644615;4.685397259891033;4.77078091353178;1.9862973131239412;1.9581248052418232;1.9390243105590343
Stereographic projection;3.495660610496998;3.5001046489924192;3.5031347069889307;3.4211569000035524;3.3854781650006767;3.3354011829942465
Integral geometry;1.6666229348629713;1.5531041426584125;1.437916187569499;1.3180645182728767;1.1123486328870058;0.8920119144022465
Regular Polytopes (book);1.6101021319627762;1.494648749940097;1.3776947744190693;2.1950590889900923;2.1379282698035245;2.0797234028577805
Computer graphics;3.4677435178309683;3.496848978102207;3.5290759988129135;6.368000991642475;6.200969219207764;5.948479287326336
Holditch's theorem;1.9847338553518057;1.8902990268543365;1.7940148245543242;0.6600659689866006;0.4950494039803744;0.3300330718047917
Projective plane;3.5886296536773443;3.5938385408371687;3.5969046875834465;6.608888041228057;6.668354384601116;6.699331570416689
Line (geometry);5.447962321341038;5.613255314528941;5.7830256409943095;17.121223732829097;18.275493755936626;19.46183294057846
Angle trisection;3.408571938052773;3.414326114580035;3.41977016068995;3.2714412081986666;3.3899552654474974;3.5305742640048265
Information geometry;2.2928966209292407;2.2157137282192707;2.1363068372011185;1.04215694591403;0.8440885576419532;0.6297130603343248
Euclidean geometry;6.378071382641793;6.605859845876694;6.838589441031218;16.487967222929;17.35907793045044;18.228691071271893
Sphere packing;3.6715164314955473;3.6767998244613413;3.679089481011033;2.1414700895547867;2.051108051091433;1.9520735368132591
