,2D computer graphics,2D geometric model,3-sphere,3D computer graphics,3D projection,Absolute geometry,Acute and obtuse triangles,Affine geometry,Affine space,Affine transformation,Algebraic geometry,Altitude (triangle),Analytic geometry,Angle,Angle trisection,Angular defect,Annulus (mathematics),Aperiodic tiling,Arc (projective geometry),Archimedean solid,Astronomy,B-spline,Ball (mathematics),Bicentric quadrilateral,Binary space partitioning,Birational geometry,Borromean rings,Brahmagupta's formula,Bretschneider's formula,Burmester's theory,Bézier curve,Cavalieri's principle,Central angle,Chirality (mathematics),Circle,Circumscribed circle,Compass-and-straightedge construction,Complex geometry,Complex projective plane,Computational geometry,Computer graphics,Concurrent lines,Concyclic points,Cone,Conformal geometry,Congruence (geometry),Conic section,Constructive solid geometry,Contact geometry,Convex geometry,Convex hull,Convex uniform honeycomb,Coordinate rotations and reflections,Coordinate-free,Coxeter group,Cross section (geometry),Cross-ratio,Crystal,Crystal system,Cuisenaire rods,Curve of constant width,Cyclic quadrilateral,Dandelin spheres,Delaunay triangulation,Deltahedron,Desargues' theorem,Descriptive geometry,Differential geometry,Digital geometry,Dihedral angle,Discrete geometry,Dissection problem,Distance geometry,Dividing a circle into areas,Duality (projective geometry),Eccentricity (mathematics),Ehrhart polynomial,Ellipse,Ellipsoid,Elliptic geometry,Enumerative geometry,Epipolar geometry,Equidiagonal quadrilateral,Equilateral triangle,Erlangen program,Euclidean distance,Euclidean geometry,Euclidean shortest path,Euler line,Finite geometry,Focus (geometry),Four-dimensional space,Fractal,Frieze group,Geometric shape,Geometrization conjecture,Geometry,Geometry of numbers,Girard Desargues,Glide reflection,Golden angle,Graham scan,Group action,Hadwiger's theorem,Handedness,Hermite spline,Heron's formula,Heronian tetrahedron,Heronian triangle,Hidden line removal,Hilbert's axioms,Hilbert's third problem,Holditch's theorem,Homogeneous coordinates,Homography,Homothetic center,Homothetic transformation,Honeycomb (geometry),Hyperbola,Hyperbolic geometry,Hyperboloid,Hyperplane,Hyperplane at infinity,Image analysis,Incidence (geometry),Incidence geometry,Incircle and excircles of a triangle,Infinitesimal transformation,Information geometry,Inscribed angle,Integer triangle,Integral geometry,Internal and external angle,Invariant (mathematics),Inversive geometry,Isometry,Isoperimetric inequality,Isosceles trapezoid,Isosceles triangle,Johnson solid,Kepler conjecture,Kepler–Poinsot polyhedron,Kissing number problem,Kite (geometry),Klein geometry,Lattice (group),Leech lattice,Lie sphere geometry,Line (geometry),Line at infinity,List of circle topics,List of interactive geometry software,List of triangle inequalities,List of triangle topics,List of trigonometry topics,Locus (mathematics),Mathematical morphology,Mathematics,Mathematics and fiber arts,Matrix representation of conic sections,Minkowski addition,Minkowski space,Minkowski's theorem,Mirror image,Monge's theorem,Mrs. Miniver's problem,Möbius transformation,N-sphere,Napkin ring problem,Nine-point circle,Non-Euclidean geometry,Non-uniform rational B-spline,Noncommutative geometry,Normal (geometry),Ordered geometry,Orthocentric system,Orthodiagonal quadrilateral,Oval (projective plane),Pappus's centroid theorem,Pappus's hexagon theorem,Parabola,Parabolic geometry (differential geometry),Parabolic microphone,Parabolic reflector,Paraboloid,Parallel (geometry),Parallel postulate,Parallelepiped,Parallelogram law,Parametric equation,Parametric surface,Pascal's theorem,Pattern,Pedal triangle,Pedoe's inequality,Penrose tiling,Pi,Pick's theorem,Plane at infinity,Platonic solid,Point (geometry),Point at infinity,Point group,Point groups in three dimensions,Point groups in two dimensions,Point in polygon,Point location,Polar sine,Polygon,Polygon triangulation,Polyhedron,Polytope,Polytope compound,Poncelet–Steiner theorem,Pons asinorum,Power center (geometry),Prism (geometry),Prismatoid,Projective geometry,Projective line,Projective line over a ring,Projective plane,Projective space,Prototile,Pseudosphere,Ptolemy's theorem,Pyramid (geometry),Pythagorean theorem,Pythagorean triple,Quadric,Quadrilateral,Quantum geometry,Quasicrystal,Ray tracing (graphics),Rectangle,Reflection (mathematics),Regular Polytopes (book),Regular polytope,Relative direction,Reuleaux triangle,Rhombus,Riemann sphere,Riemannian geometry,Right triangle,Robot control,Roman surface,Root system,Rotation (mathematics),Ruppeiner geometry,Sangaku,Schläfli symbol,Semi-major axis,Shape,Shear mapping,Similarity (geometry),Soddy's hexlet,Solid geometry,Space group,Sphere,Sphere packing,Spherical geometry,Spherical trigonometry,Sphericon,Spheroid,Spline (mathematics),Square,Squaring the circle,Star polygon,Steiner chain,Stereographic projection,Straightedge,Strähle construction,Symmedian,Symmetry,Symmetry group,Symplectic geometry,Synthetic geometry,Systolic geometry,Tangential quadrilateral,Taxicab geometry,Tessellation,Tetrahedron,Thales' theorem,The Method of Mechanical Theorems,Topology,Toric variety,Torus,Transformation geometry,Translation (geometry),Translational symmetry,Trapezoid,Triangle,Triangle inequality,Trigonometry,Tropical geometry,Uniform polyhedron,Uniform tessellation,Van Hiele model,Voronoi diagram,Wallace–Bolyai–Gerwien theorem,Wallpaper group,Wang tile,Zonohedron
2D computer graphics,1.0,0.734657026726,0.807283046126,0.832461095028,0.888943272359,0.818886410247,0.836959866604,0.862192188692,0.916191266253,0.871550493499,0.881292465141,0.776224031253,0.842097468627,0.882475688348,0.823529629169,0.724582423295,0.656526581218,0.875947208179,0.652691253066,0.846151744492,0.859429004223,0.82351757221,0.803436134068,0.780390121631,0.8305836588,0.812544386691,0.732281520071,0.749286302726,0.811247387343,0.802777988772,0.936395654639,0.748993552172,0.709610882764,0.720149558404,0.770205940931,0.851855404766,0.808717696496,0.821883678596,0.777939743098,0.865880691052,0.884727314183,0.785307057906,0.871555740975,0.750017189898,0.747896575037,0.738922728495,0.863182727608,0.874114359424,0.801713610423,0.543164930665,0.850595497643,0.579447828413,0.706330127282,0.813677633594,0.84802134674,0.802337974382,0.823396285833,0.925607058289,0.729901296725,0.680946218871,0.797252593561,0.761834129656,0.830722490304,0.812090592128,0.658928202128,0.859985523419,0.889067247781,0.845907104272,0.703315577331,0.854401024203,0.856464379839,0.747867300945,0.901285423336,0.801599897578,0.815663675397,0.806426138714,0.854746570172,0.836574624153,0.904694466089,0.773692514204,0.88267287948,0.82999814433,0.722344146163,0.779652028843,0.837806705601,0.728506685423,0.834008798486,0.735852649687,0.84642005449,0.843869538687,0.787475958495,0.810974497866,0.821091643894,0.826790492457,0.74468195473,0.853419363373,0.856521676644,0.533885957302,0.674338187083,0.747022070721,0.595503220694,0.82684518874,0.857142082098,0.623756647907,0.82752724856,0.494689489512,0.781880976508,0.650903652713,0.721380402943,0.772810733521,0.812030597073,0.765356695628,0.648269692481,0.850676821493,0.784823816678,0.792784346816,0.737649223069,0.850663022401,0.80036355382,0.856135267126,0.83607585939,0.787911290558,0.809761980022,0.822800010137,0.687663196842,0.895798559443,0.825832236585,0.620433975591,0.828881656887,0.741836895521,0.857311754494,0.743701795768,0.703047011285,0.821738299523,0.835460602134,0.861522761794,0.850092273162,0.819262673724,0.827903527449,0.715803586373,0.813701248434,0.810883866598,0.847750088071,0.84868438368,0.765783428442,0.891474398627,0.848872063237,0.886597938119,0.825334917768,0.731814794478,0.489118608347,0.771128585733,0.748073531247,0.43838552905,0.559226199772,0.843571921472,0.799526762712,0.906424307001,0.627780802447,0.720590605677,0.788496520279,0.859841329862,0.752662139022,0.730485626849,0.774185731336,0.79079864917,0.846291217635,0.81073562681,0.658217125789,0.811609450785,0.828700018576,0.843360462783,0.887062409958,0.732727182837,0.777107274478,0.820258274378,0.814209897505,0.7944387224,0.642379695433,0.806643709129,0.820422392402,0.637171611611,0.753507731603,0.819183042925,0.760639290399,0.763076410677,0.738068259739,0.834318680037,0.723871603389,0.85491801296,0.844533179584,0.790629927032,0.867892777299,0.608938111361,0.658432501154,0.921848172819,0.859829918767,0.800143050643,0.816720521555,0.881811731134,0.899483370909,0.776067459408,0.4930323146,0.82989921983,0.910503620773,0.814994416808,0.774130770619,0.723513049019,0.889466445625,0.803118081129,0.833342604556,0.871110031141,0.799348032546,0.734198431505,0.768082513242,0.704889133249,0.736066993071,0.767273856035,0.877642013262,0.85408054506,0.731089479024,0.813399225022,0.880985503321,0.834646661417,0.667163752969,0.786124909415,0.766716500515,0.876121603682,0.872434371949,0.894015641799,0.854981072027,0.716687602305,0.811266936665,0.862523283092,0.769550055189,0.777918585147,0.710760194596,0.864537393841,0.851119122432,0.819576045485,0.695618381352,0.82963399168,0.823834785839,0.761093941057,0.579264140615,0.787032452419,0.85435413998,0.824383745406,0.674313026766,0.760276718787,0.642670433714,0.708446986461,0.778222429279,0.859679422371,0.868097293731,0.809321998842,0.789068289904,0.795705848666,0.805636308831,0.906980109655,0.790197421958,0.884064932327,0.595629118997,0.651229426258,0.796542116189,0.806147414001,0.760627317619,0.842404299072,0.904267993891,0.845239036015,0.719689139563,0.796887738345,0.649263651293,0.832720098063,0.792578334821,0.827844556665,0.863871690427,0.823509677146,0.81254264569,0.814729987713,0.930032870654,0.858177403845,0.779417926656,0.717700703825,0.855947932397,0.735731623085,0.801327814547,0.806455580099,0.744301824077,0.756401709946,0.831253342366,0.8833986126,0.839643649032,0.800612304692,0.699575887389,0.68778370483,0.578556253997,0.733111434152,0.879011125895,0.738713726123,0.820776335518,0.773289619542,0.837961744358
2D geometric model,0.734657026726,1.0,0.688568763725,0.660173043277,0.656396145073,0.683070707688,0.668486695904,0.698915647341,0.726619508304,0.698183892408,0.719703277663,0.587818526104,0.738111066994,0.686309540764,0.710251778496,0.595981053921,0.546807793823,0.709262389859,0.594573873928,0.678757376297,0.653112497767,0.668770147389,0.708559027389,0.616418834699,0.656207063109,0.76168012507,0.731739534665,0.619110656509,0.648116361179,0.602203335622,0.719586647791,0.599684023107,0.592878074163,0.70411853751,0.611024122081,0.652501306604,0.745107444954,0.665583333668,0.617834330586,0.681480541545,0.694207943884,0.630981348555,0.655826487083,0.672941285817,0.581053881274,0.762144813274,0.70644712047,0.695818292015,0.620477990864,0.397478521524,0.668356442562,0.474604041551,0.629662822319,0.79124882604,0.715169486408,0.601241585809,0.702590332818,0.775593423675,0.612786799117,0.614553368461,0.705685092905,0.612862585634,0.656106226956,0.723678692763,0.657576223442,0.738782192619,0.679119176276,0.659137180958,0.534837289729,0.666640302939,0.646891830118,0.665304649903,0.757904969667,0.680131647444,0.637833840414,0.677195655137,0.643611238736,0.634887095951,0.70727838612,0.744094894888,0.725941096996,0.655433996745,0.609998770149,0.596026399274,0.757027294637,0.628742400426,0.765708045076,0.556422759845,0.649861474436,0.710895094993,0.617037176256,0.669455562606,0.622318626987,0.660228228674,0.755326282723,0.735102510888,0.676742000805,0.464835074562,0.608876356516,0.585518587661,0.45618292117,0.67587955118,0.655702319084,0.530619061783,0.675711246864,0.589104963752,0.646182292559,0.641453301976,0.555410890382,0.660717595066,0.7647092463,0.689290354878,0.661102439057,0.686911947366,0.675533535399,0.687790246971,0.579430320214,0.69776114805,0.619563845285,0.742040835064,0.632640405765,0.685374163725,0.65175415274,0.599861282627,0.683384612643,0.772842600615,0.655843518144,0.612032181824,0.699308826045,0.702906566,0.670293988938,0.584958485307,0.579070482241,0.736782842539,0.691965436624,0.766024516156,0.672470051364,0.654788528716,0.640806694078,0.65815093997,0.653633074271,0.76981047071,0.678077366953,0.675581839702,0.606941906694,0.75440958599,0.64523655438,0.70572438502,0.773618472441,0.70699759506,0.407630200594,0.567869890095,0.657211517465,0.335280329752,0.441758059496,0.703760434318,0.603920622915,0.672974930811,0.624555746944,0.65947180453,0.611515847922,0.721349627583,0.732965182781,0.683461696814,0.644412009276,0.755143622784,0.689908479375,0.603613348385,0.559261121029,0.623591351979,0.757644627953,0.710343842522,0.669647275663,0.611108277558,0.718397392548,0.621626298092,0.632520945366,0.649329081642,0.471073292514,0.718182465723,0.657659574617,0.505076403024,0.890129283381,0.706477154353,0.597707128913,0.74499210416,0.725052298386,0.660517214141,0.590297774511,0.681028319984,0.648270390371,0.63136369939,0.64412003277,0.627547336379,0.564366422543,0.689435313389,0.669306854968,0.686887039912,0.606268899507,0.7012829059,0.767732543138,0.688598978664,0.414908982521,0.710667203909,0.709178770054,0.6677135478,0.693652545337,0.584446194114,0.741443665371,0.601521609842,0.756953419283,0.718219610582,0.60135029682,0.643746372,0.674236919757,0.531615638593,0.573459004957,0.613790804806,0.718695054109,0.637918415953,0.587151819904,0.742264483765,0.720780043109,0.653455036421,0.528938817355,0.635507130907,0.625742965811,0.653436675247,0.700629983033,0.690733997648,0.657480783953,0.533148870324,0.682569135797,0.725875678924,0.64693331083,0.617683930018,0.573499814504,0.7277470945,0.734757081686,0.677711233579,0.565640282653,0.720375543956,0.622012840227,0.589286503577,0.660082180071,0.715165245486,0.733831775444,0.756613749167,0.633851626677,0.606493210301,0.507275972192,0.553321551772,0.768747071545,0.709475413853,0.744647498664,0.707482623607,0.60709846658,0.609957570264,0.631356366921,0.683492797827,0.664377824764,0.676617122705,0.512133943153,0.547743134265,0.623889966754,0.634503071933,0.71582089693,0.699123823534,0.691240645182,0.670464736012,0.649690856017,0.677432713005,0.575016571337,0.635602295422,0.706697534707,0.649972849937,0.773457216126,0.608498274061,0.63737603621,0.645131946461,0.692110820104,0.666308275508,0.664036293779,0.661589641304,0.728418202423,0.593115844545,0.653485026288,0.670786673597,0.609791589254,0.690129295182,0.630630805205,0.695735999011,0.633404383805,0.674930247446,0.538964025472,0.506095619347,0.486613186187,0.712203642588,0.695483064012,0.587421017759,0.746025193315,0.645121584346,0.617259792111
3-sphere,0.807283046126,0.688568763725,1.0,0.710314193351,0.822833110039,0.750358533908,0.832798803235,0.82630336332,0.869425819539,0.832612028687,0.895164250755,0.826166037153,0.843650788468,0.869850968189,0.818886617617,0.701377107488,0.701795030034,0.812114904725,0.616089606761,0.772917665205,0.810761164524,0.822563551066,0.790748612928,0.800251474895,0.885436392677,0.81561533282,0.711673619864,0.848816737527,0.799558785716,0.873499528752,0.791855928935,0.811368661854,0.621416256738,0.704186671216,0.847343164076,0.85511485465,0.835926644224,0.779782173049,0.787990261747,0.806118237789,0.839489391593,0.805829633652,0.850011894126,0.76967946753,0.817666068904,0.75748873978,0.878187468368,0.752004399616,0.868865715939,0.529998813096,0.775356916523,0.570617706236,0.70371870063,0.74710365191,0.731364202829,0.833820973835,0.901248619003,0.780282320942,0.770385585638,0.72862090592,0.864454597686,0.75824702678,0.836178841371,0.828235078391,0.593736818208,0.75636655853,0.846136355166,0.836024082522,0.703703340899,0.799245112792,0.750783294936,0.724800443379,0.824439312859,0.859446875519,0.867062799008,0.821944694582,0.853783883276,0.896422573994,0.857747877129,0.832446497218,0.854075749109,0.788886754004,0.714981305765,0.761042319631,0.859275268603,0.757302016138,0.871253400959,0.68403534089,0.826808678506,0.763699158133,0.840109198204,0.853019431012,0.744182983523,0.754358269976,0.736726263466,0.825989863795,0.865949478717,0.506900364507,0.702326938664,0.802019269112,0.679515237239,0.877942535145,0.878895917416,0.682676791499,0.836124978918,0.567737351261,0.852554130622,0.694496618315,0.69016348832,0.718318552845,0.804617159792,0.838439559671,0.63844457184,0.814045627295,0.825249153129,0.893761808689,0.717194308557,0.847952387164,0.881456424836,0.873926280598,0.843227152328,0.789371047373,0.724640649776,0.782322199083,0.743337399923,0.849904559276,0.872109089681,0.72761489897,0.819963350259,0.799533146698,0.792257253359,0.762241532016,0.724140189241,0.834242775041,0.847128684752,0.797625912265,0.859737179641,0.830640472921,0.903049814265,0.717817371723,0.881291822617,0.796660308615,0.790541138181,0.832868281362,0.77904006524,0.859914724005,0.891102679659,0.851995043314,0.858359384986,0.825750564444,0.454390358129,0.772620808138,0.759726506719,0.435654454759,0.547842330032,0.842889519132,0.798579853901,0.816997234011,0.58518754324,0.852416743527,0.833308804404,0.88856787082,0.799674966882,0.804121944363,0.735560433623,0.84323412028,0.903429272101,0.85054388218,0.663406762641,0.871280848775,0.867559713413,0.866274846856,0.83951466109,0.773173267837,0.692143127318,0.851878519648,0.855150804604,0.730391564824,0.658654250752,0.777758599039,0.869808312419,0.703414737705,0.756412332179,0.787427968773,0.804121187598,0.828513912726,0.788337955019,0.879377375603,0.742884827657,0.826109475199,0.845581520389,0.846758471082,0.757688024515,0.587437607131,0.664178099774,0.830139505726,0.813353972807,0.886598458438,0.781823956682,0.906940701409,0.83017284692,0.842078102656,0.487334693002,0.845410141827,0.816052507085,0.790671266814,0.816949885958,0.747514775774,0.81098208315,0.760398279502,0.862588972496,0.818908013987,0.793667080008,0.691600710107,0.756236588327,0.73028846107,0.755172259386,0.743485168436,0.836946206609,0.855591018126,0.725685858045,0.820769773355,0.867596353876,0.789451401254,0.693473333828,0.818443886856,0.750581052227,0.861982409562,0.816976694196,0.847128515759,0.80848463219,0.671215415977,0.839444116639,0.865717799372,0.768585713093,0.814842020105,0.704115216096,0.857911464572,0.84346400048,0.803606559184,0.771619880735,0.871768059494,0.79839145793,0.773142149752,0.5579659626,0.866764891995,0.81417468411,0.820568351467,0.736883044764,0.6826314113,0.628351616131,0.788838481467,0.828190346389,0.863485321762,0.831612094,0.853703085348,0.676010837414,0.787084282547,0.827659428847,0.855051352416,0.77969620291,0.850374188532,0.648340793504,0.728953921565,0.752362251822,0.849262869315,0.849488278534,0.750238335029,0.860806731874,0.858394638239,0.692699941853,0.803545732631,0.735445250538,0.829234381331,0.86614925722,0.76415255143,0.866723822359,0.858300566214,0.831011609721,0.824589818726,0.830467686661,0.834578504786,0.864709693316,0.843324328945,0.805502706837,0.83992919108,0.843467989726,0.865663697126,0.769556000162,0.790870901331,0.869410675234,0.89091269954,0.899106383946,0.820389829817,0.723063577927,0.69035008586,0.568444786014,0.792554752393,0.870049402361,0.722112930301,0.854117650946,0.756332432643,0.836118207167
3D computer graphics,0.832461095028,0.660173043277,0.710314193351,1.0,0.805914555843,0.755586925694,0.719072476185,0.776193506742,0.765783116969,0.715638156455,0.742499054612,0.785063265841,0.721166351426,0.774445308553,0.757855529291,0.694665780461,0.661315421163,0.768480216673,0.612215147742,0.770920249505,0.852745312756,0.737394775527,0.72586448085,0.746049198711,0.79871332545,0.675981837133,0.704399919092,0.698722630823,0.72523260311,0.779024175283,0.841428656598,0.724292632089,0.688690910086,0.597833232598,0.723844350361,0.752134650728,0.662159305596,0.699654522054,0.747220201754,0.878511571486,0.83846957212,0.678325554666,0.758199036383,0.688629886426,0.734128334456,0.698164318315,0.720581036427,0.81491740868,0.747916536731,0.612411237544,0.747172910715,0.646936860483,0.624069656183,0.710939029056,0.749657560344,0.786427787251,0.69972682044,0.795412506843,0.775708756543,0.730818402344,0.645381742889,0.789925417631,0.73589042165,0.677979691346,0.62711796174,0.740653248429,0.764003015507,0.807617045142,0.715934333049,0.769685763419,0.825263724547,0.634045639247,0.747482180842,0.663790499084,0.757748095592,0.744496437716,0.775246068009,0.76644787834,0.817758687973,0.629412061712,0.749797988119,0.683003621378,0.657567604739,0.698056618263,0.686443199489,0.61800484118,0.726374759141,0.741206223057,0.784069362959,0.705263457285,0.664772268924,0.727719609671,0.801036757987,0.825267960971,0.644823931591,0.754542192231,0.835781992799,0.640885178798,0.703796635539,0.701424304943,0.593750698793,0.705640734534,0.732140207896,0.661714400365,0.83591691299,0.423282355548,0.731974811834,0.524642228401,0.752350332871,0.709408636459,0.708444610889,0.661702702226,0.687092472853,0.759072138841,0.687558155807,0.683160517801,0.689181006827,0.720563601775,0.730668744209,0.746337431753,0.787394257562,0.708950612957,0.713074660244,0.808013902491,0.696383577289,0.743698203909,0.752311760882,0.542448778067,0.72306890615,0.662813693079,0.790206070703,0.729366228515,0.642502678474,0.69778353698,0.72097657616,0.721868049367,0.727755812549,0.707132134581,0.738744047893,0.673958619728,0.77656222421,0.729702282656,0.780227791255,0.764186142452,0.701184472949,0.732819601532,0.764562039954,0.761582529756,0.675071834368,0.598132491363,0.529207115778,0.792342284116,0.729459831073,0.507606631262,0.609053125632,0.733424731776,0.802463062568,0.834947742455,0.695967352167,0.68211600893,0.758140444544,0.7457522258,0.627485005572,0.653179807523,0.679522233214,0.699272653842,0.721024195314,0.762665238897,0.635835410563,0.752558712483,0.731323696334,0.73186623442,0.840648987293,0.709335953077,0.713513178885,0.694791890015,0.711655808644,0.781692210312,0.607924281684,0.743692060436,0.720558100963,0.624446715356,0.66625562054,0.735433907815,0.731409940157,0.682900559398,0.634771962397,0.756327694196,0.703940131656,0.835996695653,0.778440855805,0.752804441797,0.830439118058,0.642477471353,0.654685396196,0.829816959357,0.820655844515,0.72029318425,0.701214460152,0.75609617703,0.779739288436,0.691782858886,0.539590841067,0.719273022296,0.780511949315,0.725679614642,0.647646249461,0.716375043488,0.74321118145,0.803163632777,0.686002882598,0.729968954213,0.802925127161,0.692564717872,0.688524396085,0.67088179841,0.766301897546,0.704210223588,0.756894222069,0.726898533146,0.685768787562,0.666105050135,0.745305596803,0.775468665441,0.719465629689,0.703837715718,0.731682171534,0.809133524548,0.741593972802,0.819239558849,0.785856525974,0.798771813419,0.78116305889,0.707891875832,0.697636306346,0.70551159855,0.675493748512,0.712183359763,0.76894709006,0.75361436366,0.639954373104,0.67309411098,0.79106564233,0.760490941066,0.58786214425,0.668611024629,0.724935045854,0.729021588078,0.599309450506,0.831585810205,0.730019134749,0.722515345958,0.672327363113,0.704227539933,0.713057531487,0.701470017609,0.754805402786,0.787304638608,0.724430322704,0.827311634422,0.729918723227,0.83148507808,0.602294834802,0.635715920571,0.826959341115,0.760316124294,0.684707361031,0.793194872657,0.774720283421,0.74757811687,0.65643115623,0.77329644584,0.6346219857,0.820339614356,0.646272603682,0.765092218772,0.735369830209,0.769447823774,0.757824569112,0.767026565996,0.822856122877,0.748031526612,0.722523791438,0.617929234051,0.72835161063,0.650671202782,0.746175746673,0.7680661995,0.721809989557,0.617202356647,0.769637409725,0.73002995473,0.787739190411,0.785878914037,0.700597327343,0.774093835266,0.676447152707,0.650582467579,0.776118977655,0.657627171463,0.693928067954,0.746616410846,0.773944362963
3D projection,0.888943272359,0.656396145073,0.822833110039,0.805914555843,1.0,0.784180005088,0.809293544221,0.883148264824,0.896402901666,0.845066820363,0.877265485991,0.81677641012,0.816655515366,0.884544285097,0.821936488703,0.710159364276,0.678148644152,0.855735557589,0.719839247156,0.827907012066,0.894312474944,0.819124321492,0.775736601401,0.831746943049,0.86942650466,0.731308959722,0.778405952291,0.820459490767,0.836543619646,0.83828027116,0.873592917023,0.79865147186,0.741119186227,0.682267258033,0.778947351396,0.838052235886,0.776014921783,0.751716932072,0.779362978168,0.850148923109,0.865828127582,0.776981452455,0.854678943323,0.728972126729,0.792886350944,0.766818583781,0.842587958795,0.775252085477,0.817105251946,0.602233008152,0.783943223071,0.642697360406,0.662889670879,0.732825508007,0.815493766486,0.845191186956,0.836536946565,0.819745997456,0.793266141346,0.739521702608,0.782037325364,0.792806518282,0.820977864463,0.798931149714,0.63265550152,0.815358810727,0.865174092544,0.868986066729,0.765948931112,0.87176115423,0.873994267148,0.687021553521,0.805570696068,0.794252904473,0.892648095248,0.809196770902,0.851151149598,0.874434394267,0.900807428696,0.754359154069,0.840449397752,0.796929440056,0.709300656194,0.764266594253,0.775369556791,0.77016398874,0.817626745325,0.802522031226,0.840933702721,0.820404275923,0.779304695111,0.847583784784,0.895064323065,0.83191656047,0.667982997446,0.859107539719,0.86306679703,0.610962471029,0.733647144539,0.780063408441,0.673075895363,0.818368680421,0.846629655781,0.653850819334,0.85587597174,0.476311511754,0.834870628107,0.632925743375,0.784852624638,0.836281777645,0.786692946692,0.741239064399,0.68956027917,0.87920698146,0.812973861725,0.774739855721,0.712017009546,0.825186352272,0.826918923265,0.857815667227,0.846064461102,0.748976490223,0.741736225768,0.82699459482,0.716819858775,0.825776909498,0.854717401921,0.683451109371,0.838677592378,0.746764590877,0.812766100759,0.776558137177,0.673441501875,0.80604609549,0.849196002318,0.808284660597,0.837397368095,0.788552823418,0.857081360491,0.758495902771,0.850790985563,0.795561608913,0.81642939445,0.817870865862,0.825798177234,0.832124917083,0.87734768083,0.88697059581,0.77658242909,0.706469012708,0.523449851257,0.821867321464,0.732196003852,0.483460921512,0.627284880186,0.836772278715,0.81841066039,0.864796690029,0.662463797582,0.769790657118,0.808942759177,0.863864538044,0.712121526552,0.76607725699,0.761978984078,0.777751628559,0.852068693296,0.850107131395,0.719205019445,0.843890450807,0.838965233113,0.860340146766,0.893879394831,0.79753021744,0.746234299787,0.81867876549,0.808399926354,0.799626279347,0.677057227306,0.827764993713,0.858874544735,0.677318021893,0.674135487313,0.812365434934,0.84868578909,0.791348376014,0.715119562946,0.859944157771,0.765254129994,0.858143827102,0.825673779324,0.85215276932,0.863349215149,0.683252522755,0.705451880307,0.91762384098,0.899762430446,0.766352606328,0.800583345867,0.858845874199,0.819178754281,0.795119312939,0.576888487647,0.823636499114,0.873765277061,0.762205157376,0.753980392636,0.778712218335,0.828654820842,0.847540614442,0.795116568393,0.824244237657,0.811042626053,0.729103161111,0.811815038606,0.684496026767,0.815482234448,0.726326202115,0.853869333436,0.856827506591,0.803601506354,0.792533208275,0.863598265829,0.808521917175,0.731986168008,0.866219660152,0.76571589571,0.926377091245,0.852965641083,0.873221872417,0.852759166394,0.723688072022,0.855420822878,0.832500311609,0.746411595953,0.794535893117,0.700224636158,0.832793210241,0.836353118537,0.809043548594,0.696463203863,0.810969610606,0.788850065163,0.761932885215,0.620578986438,0.788760292439,0.820313017801,0.778230098329,0.739493701512,0.81286608332,0.728865434981,0.792578066162,0.763521298048,0.810343407332,0.846343990349,0.814398730649,0.840590467906,0.832766765835,0.776061254866,0.873338919622,0.829501537588,0.915149809427,0.600703846454,0.679310829386,0.877655097066,0.808006643349,0.81329880748,0.877901734584,0.879778833951,0.875815095483,0.691298070492,0.80223446129,0.727010651254,0.839841158795,0.772125453555,0.824819946412,0.803163997559,0.887989269452,0.875274664625,0.849452303352,0.887582275998,0.872541187731,0.818588060245,0.723014813019,0.830214075604,0.757470157281,0.846420041224,0.837958888337,0.737723365594,0.73271860372,0.867031954468,0.864614358627,0.858134842899,0.813683523635,0.788782619715,0.758851264433,0.600851785347,0.739603984658,0.877631624717,0.704335099547,0.802900495245,0.806035579126,0.846854069708
